gender,Occupation,Work,Rest,Sleep,Exercise,Lifespan
Female,Engineer,7.76,4.48,8.96,2.8,82
Male,Artist,6.9,10.31,6.61,0.17,85
Male,Office Worker,9.85,2.95,9.49,1.72,82
Male,Artist,6.04,11.84,5.37,0.74,82
Female,Freelancer,20.66,0.74,2.59,0.0,38
Female,Freelancer,22.17,1.66,0.17,0.0,36
Male,Technician,8.98,2.29,10.83,1.9,82
Male,Entrepreneur,11.22,5.79,5.38,1.61,74
Male,Retail Worker,9.59,7.99,6.4,0.02,79
Female,Technician,7.2,9.77,6.82,0.21,85
Female,Entrepreneur,19.15,3.61,1.24,0.0,48
Female,Teacher,6.89,10.22,5.88,1.01,87
Female,Scientist,9.45,7.49,5.56,1.5,83
Male,Office Worker,5.2,0.5,17.73,0.58,28
Female,Engineer,7.24,7.67,6.29,2.81,89
Male,Healthcare Worker,10.19,3.49,8.79,1.53,77
Male,Manual Laborer,11.74,2.24,7.02,3.0,75
Male,Driver,9.39,7.26,5.16,2.19,84
Male,Scientist,8.59,6.41,6.34,2.66,78
Male,Retail Worker,6.38,8.73,8.46,0.43,88
Male,Artist,9.77,7.41,6.82,0.0,79
Male,Driver,8.05,6.98,8.97,0.0,72
Male,Healthcare Worker,9.63,4.87,7.18,2.33,87
Male,Teacher,7.16,7.44,7.32,2.08,79
Female,Technician,7.28,6.98,7.36,2.38,87
Male,Engineer,7.47,5.65,8.02,2.86,92
Female,Scientist,8.73,4.92,7.35,3.0,93
Male,Engineer,22.55,1.24,0.22,0.0,25
Female,Teacher,7.28,10.36,5.74,0.62,95
Female,Manager,13.79,1.0,7.0,2.2,69
Female,Scientist,10.4,1.97,11.62,0.0,74
Female,Teacher,7.67,7.06,8.38,0.88,89
Female,Office Worker,9.41,6.91,6.37,1.3,80
Female,Consultant,7.52,8.14,8.34,0.0,98
Male,Consultant,9.06,7.84,6.76,0.35,81
Female,Office Worker,7.31,7.34,8.09,1.25,81
Male,Technician,9.15,9.69,3.79,1.37,98
Male,Manager,11.96,2.58,7.16,2.3,80
Male,Healthcare Worker,8.72,4.96,8.77,1.54,73
Female,Freelancer,10.94,4.4,7.27,1.39,86
Male,Entrepreneur,13.79,1.0,7.81,1.4,68
Female,Engineer,8.02,6.16,6.81,3.0,100
Female,Entrepreneur,0.8,5.02,17.46,0.72,45
Male,Driver,10.6,5.04,6.91,1.45,78
Female,Engineer,22.91,0.64,0.45,0.0,25
Male,Retail Worker,8.78,8.04,4.46,2.72,75
Male,Manual Laborer,8.09,4.66,9.44,1.81,81
Female,Scientist,9.25,5.8,8.95,0.0,79
Female,Teacher,18.71,4.43,0.86,0.0,53
Male,Manual Laborer,11.54,1.2,9.02,2.24,65
Male,Manager,13.44,1.66,8.9,0.0,59
Female,Technician,8.08,7.71,6.4,1.81,85
Female,Artist,7.1,12.18,3.63,1.09,80
Male,Driver,11.01,3.08,7.69,2.22,92
Female,Entrepreneur,12.54,2.78,8.32,0.35,88
Female,Retail Worker,9.85,5.72,7.07,1.37,77
Female,Manual Laborer,8.96,5.25,8.44,1.35,61
Female,Technician,9.08,5.69,6.98,2.24,90
Male,Artist,6.96,8.26,6.22,2.56,86
Male,Healthcare Worker,9.15,6.25,6.78,1.82,84
Female,Freelancer,6.95,8.28,6.13,2.64,84
Male,Consultant,10.07,6.46,6.93,0.54,78
Male,Manager,13.97,4.09,5.6,0.34,73
Female,Engineer,7.18,10.15,6.5,0.18,90
Female,Teacher,6.18,6.93,8.61,2.28,82
Female,Scientist,7.57,4.72,8.71,3.0,78
Female,Office Worker,8.2,4.67,9.04,2.09,78
Female,Artist,8.19,5.14,9.6,1.07,82
Female,Healthcare Worker,11.85,2.51,9.48,0.16,71
Male,Office Worker,7.08,6.53,9.25,1.14,68
Male,Manual Laborer,11.09,1.11,9.19,2.61,79
Male,Technician,9.83,3.85,7.86,2.47,78
Female,Retail Worker,8.58,5.28,8.55,1.6,86
Male,Office Worker,8.0,8.27,5.46,2.26,82
Male,Consultant,11.48,1.0,9.1,2.42,68
Male,Consultant,8.46,8.59,6.07,0.89,64
Male,Artist,4.88,11.01,7.95,0.16,77
Female,Retail Worker,7.89,8.83,5.52,1.76,87
Male,Healthcare Worker,10.4,5.59,5.85,2.16,82
Male,Engineer,8.92,7.05,7.44,0.59,73
Female,Technician,9.56,5.54,5.9,3.0,78
Female,Scientist,9.67,5.05,7.62,1.66,82
Female,Office Worker,9.73,6.97,7.28,0.02,90
Male,Scientist,10.95,2.0,8.39,2.66,82
Male,Manual Laborer,9.75,4.17,7.82,2.26,82
Male,Artist,9.41,7.3,4.28,3.0,77
Female,Engineer,8.9,5.11,7.96,2.03,95
Male,Healthcare Worker,8.44,8.17,5.72,1.67,72
Male,Technician,8.19,5.75,7.11,2.94,84
Female,Healthcare Worker,11.35,2.38,7.89,2.38,74
Male,Driver,8.81,6.7,7.36,1.13,80
Female,Scientist,10.54,2.6,8.82,2.04,77
Male,Manual Laborer,8.52,2.24,10.43,2.81,76
Female,Technician,8.02,4.19,9.66,2.13,97
Male,Engineer,9.85,1.8,10.03,2.31,65
Male,Technician,9.06,5.92,8.15,0.87,67
Female,Office Worker,8.93,5.58,6.8,2.69,83
Female,Manager,10.85,3.24,8.57,1.33,81
Male,Office Worker,8.62,4.59,9.46,1.34,84
Male,Freelancer,10.47,6.94,4.16,2.44,64
Female,Healthcare Worker,10.29,2.95,7.76,3.0,71
Female,Teacher,7.18,6.84,9.98,0.0,83
Male,Healthcare Worker,9.04,5.29,8.57,1.1,85
Female,Entrepreneur,12.79,4.96,6.25,0.0,72
Male,Manager,11.62,5.36,5.37,1.65,84
Male,Artist,5.2,7.16,8.64,3.0,82
Female,Teacher,6.75,11.76,4.02,1.46,94
Female,Technician,9.72,5.28,6.0,3.0,83
Female,Consultant,8.68,7.32,6.76,1.24,85
Female,Engineer,9.78,1.79,9.42,3.0,85
Female,Entrepreneur,11.77,1.74,8.94,1.56,70
Male,Retail Worker,8.06,3.82,10.87,1.25,67
Male,Teacher,8.95,6.38,7.43,1.24,82
Female,Manager,8.65,6.85,6.75,1.75,89
Female,Technician,7.78,7.95,8.04,0.24,78
Male,Manager,8.01,7.79,6.36,1.85,67
Male,Scientist,10.45,6.07,6.84,0.63,87
Male,Freelancer,9.35,3.43,9.13,2.09,74
Female,Office Worker,7.26,10.22,5.85,0.67,95
Female,Retail Worker,8.76,4.8,8.01,2.43,77
Male,Freelancer,1.84,18.86,2.19,1.11,60
Female,Driver,9.45,6.2,7.3,1.06,83
Male,Artist,5.98,8.97,7.97,1.08,80
Female,Consultant,11.79,2.5,7.95,1.75,74
Male,Teacher,7.23,4.45,11.11,1.21,73
Male,Teacher,8.96,6.68,7.52,0.84,84
Female,Manager,13.69,1.0,8.53,0.79,72
Male,Office Worker,8.31,8.04,6.92,0.73,90
Female,Driver,11.53,3.78,6.02,2.67,81
Male,Teacher,6.28,9.54,6.77,1.4,90
Male,Artist,8.09,4.67,9.58,1.66,79
Male,Manager,12.94,3.83,5.31,1.92,65
Female,Engineer,8.51,5.98,7.03,2.48,95
Female,Entrepreneur,12.91,2.17,7.22,1.7,79
Male,Engineer,7.61,9.84,5.32,1.22,81
Male,Teacher,0.07,20.19,1.09,2.64,58
Female,Scientist,10.34,2.32,9.27,2.07,80
Male,Office Worker,8.71,7.03,6.12,2.14,82
Male,Teacher,6.42,8.02,7.61,1.96,89
Female,Manual Laborer,11.0,4.85,6.07,2.08,98
Female,Driver,8.14,4.2,8.79,2.87,85
Male,Teacher,7.61,7.08,8.05,1.26,88
Male,Entrepreneur,12.75,3.74,6.84,0.67,82
Female,Retail Worker,8.81,7.55,6.44,1.2,75
Female,Engineer,9.25,1.69,10.41,2.64,77
Female,Freelancer,9.8,7.82,4.0,2.38,95
Male,Teacher,6.09,8.69,6.73,2.49,75
Female,Technician,7.39,8.42,7.92,0.28,91
Female,Freelancer,5.34,10.71,6.35,1.6,100
Male,Engineer,9.45,7.1,7.01,0.43,96
Female,Artist,7.49,7.21,6.69,2.61,100
Female,Office Worker,8.99,6.98,7.51,0.52,72
Female,Manual Laborer,10.81,3.66,7.86,1.67,81
Female,Entrepreneur,12.33,1.0,8.48,2.19,78
Male,Office Worker,9.87,2.04,10.48,1.6,73
Female,Driver,9.61,1.0,10.49,2.9,78
Female,Healthcare Worker,10.94,4.9,6.74,1.43,92
Female,Retail Worker,9.45,5.9,8.65,0.0,67
Male,Manager,10.83,7.61,4.23,1.33,78
Male,Manual Laborer,9.03,4.9,7.85,2.21,91
Male,Retail Worker,8.68,2.14,10.27,2.91,81
Female,Engineer,8.57,7.53,6.07,1.82,95
Male,Entrepreneur,15.17,1.0,6.37,1.46,58
Male,Artist,8.49,3.6,9.37,2.55,78
Male,Retail Worker,9.23,6.97,7.4,0.39,89
Female,Office Worker,8.74,5.76,8.18,1.32,84
Male,Healthcare Worker,11.81,6.31,5.27,0.61,64
Male,Healthcare Worker,9.35,5.1,8.84,0.7,70
Male,Driver,9.44,6.98,5.78,1.79,87
Female,Teacher,6.26,6.48,9.61,1.66,77
Male,Driver,0.26,23.28,0.23,0.23,58
Female,Engineer,9.22,3.68,9.29,1.81,70
Male,Consultant,9.92,4.38,9.22,0.48,75
Female,Teacher,7.82,7.81,6.17,2.2,94
Female,Healthcare Worker,10.32,6.85,5.86,0.97,100
Female,Teacher,20.9,2.36,0.73,0.0,33
Female,Driver,11.85,3.78,8.37,0.0,66
Female,Healthcare Worker,11.95,4.67,5.22,2.17,76
Male,Teacher,8.28,5.8,7.45,2.47,93
Female,Driver,10.16,2.77,9.93,1.15,71
Male,Consultant,9.08,5.96,7.17,1.79,76
Female,Freelancer,7.61,5.92,8.45,2.01,98
Female,Teacher,8.37,9.53,6.09,0.0,97
Male,Driver,23.18,0.61,0.21,0.0,25
Female,Technician,9.15,7.87,5.91,1.06,79
Male,Retail Worker,9.81,5.27,8.59,0.33,68
Male,Teacher,8.75,7.37,6.99,0.9,88
Female,Technician,7.91,3.68,9.57,2.84,82
Male,Manager,13.51,3.16,6.14,1.2,67
Female,Artist,9.7,5.25,8.72,0.33,94
Male,Scientist,7.33,7.31,6.42,2.94,100
Female,Manager,13.45,1.0,7.06,2.49,94
Male,Driver,10.12,4.36,7.8,1.72,73
Female,Consultant,10.88,5.44,7.68,0.0,90
Male,Manager,18.04,4.54,1.42,0.0,49
Male,Artist,6.87,8.49,7.58,1.07,79
Male,Driver,21.74,2.14,0.12,0.0,25
Male,Technician,7.05,9.54,6.6,0.81,90
Male,Scientist,10.39,7.09,6.08,0.44,75
Female,Office Worker,7.21,7.73,8.27,0.79,78
Male,Manager,11.63,2.63,7.52,2.22,87
Male,Consultant,8.53,7.01,6.5,1.96,77
Male,Teacher,8.77,6.09,8.75,0.4,72
Female,Manual Laborer,1.23,18.95,1.04,2.78,71
Female,Healthcare Worker,10.61,4.2,7.93,1.27,86
Male,Driver,11.05,5.43,6.78,0.74,87
Female,Teacher,7.36,6.22,7.82,2.6,84
Male,Freelancer,7.13,11.17,4.02,1.68,73
Female,Scientist,1.24,3.87,18.36,0.53,68
Female,Office Worker,9.58,8.12,6.1,0.2,94
Female,Consultant,8.23,8.11,6.23,1.43,89
Male,Driver,10.98,3.18,7.17,2.67,89
Female,Engineer,10.0,6.49,7.51,0.0,87
Male,Office Worker,7.65,9.69,5.35,1.31,90
Male,Healthcare Worker,11.11,1.71,8.17,3.0,68
Female,Consultant,7.7,6.19,7.89,2.23,72
Female,Engineer,7.41,8.88,5.6,2.11,76
Female,Healthcare Worker,9.72,3.2,8.23,2.85,76
Female,Teacher,8.65,4.42,7.93,3.0,99
Female,Technician,7.13,8.73,6.03,2.12,90
Female,Manual Laborer,9.03,7.48,7.4,0.09,88
Male,Teacher,8.37,4.86,7.77,3.0,78
Male,Consultant,8.44,4.66,8.29,2.62,75
Female,Technician,8.76,7.86,5.72,1.65,98
Female,Manager,18.73,2.69,2.58,0.0,30
Female,Office Worker,8.94,3.62,8.49,2.95,84
Female,Engineer,9.19,7.16,6.63,1.01,88
Female,Healthcare Worker,10.82,3.72,7.45,2.02,92
Male,Driver,9.57,4.03,8.62,1.78,80
Female,Driver,9.62,1.03,10.49,2.86,82
Female,Healthcare Worker,9.23,6.99,4.93,2.85,92
Male,Scientist,10.51,5.73,5.32,2.44,82
Male,Freelancer,9.74,4.6,8.13,1.53,80
Female,Freelancer,9.8,1.96,10.2,2.05,65
Male,Manual Laborer,11.5,4.29,8.08,0.13,66
Female,Driver,11.69,5.1,5.67,1.54,76
Female,Retail Worker,7.55,5.85,8.76,1.83,68
Female,Scientist,8.14,8.52,6.43,0.9,86
Male,Manual Laborer,10.26,3.54,9.89,0.3,75
Female,Office Worker,7.28,6.06,9.1,1.56,79
Female,Driver,11.92,1.0,8.42,2.66,80
Male,Technician,8.09,10.15,5.76,0.0,67
Male,Entrepreneur,13.54,1.0,7.17,2.29,71
Female,Technician,9.23,5.81,6.28,2.68,91
Male,Consultant,10.62,4.53,6.33,2.53,92
Female,Artist,9.89,4.21,7.45,2.44,92
Female,Manager,9.81,7.28,6.54,0.36,73
Male,Office Worker,9.8,6.13,7.25,0.82,83
Female,Artist,8.92,8.29,4.88,1.91,77
Female,Manager,10.01,5.43,8.17,0.38,75
Female,Entrepreneur,11.98,1.0,10.45,0.57,71
Female,Manual Laborer,10.94,3.85,7.11,2.11,88
Male,Artist,9.83,6.6,5.76,1.81,95
Male,Manager,9.76,3.34,7.91,3.0,84
Female,Manual Laborer,10.29,1.44,11.25,1.03,61
Male,Scientist,9.28,4.1,7.62,3.0,98
Female,Driver,9.2,6.06,8.43,0.31,76
Female,Retail Worker,9.86,4.25,7.79,2.09,81
Female,Office Worker,9.91,7.29,5.56,1.24,86
Female,Technician,8.28,5.5,7.49,2.73,92
Male,Artist,8.81,6.7,8.02,0.47,80
Female,Office Worker,9.68,3.63,8.42,2.27,86
Male,Driver,8.2,8.35,6.2,1.25,96
Male,Entrepreneur,10.32,6.3,6.52,0.86,81
Male,Office Worker,9.47,4.53,8.55,1.45,65
Female,Office Worker,7.83,7.71,8.46,0.0,89
Male,Entrepreneur,14.67,1.0,6.65,1.67,80
Female,Retail Worker,9.71,4.31,9.19,0.79,83
Female,Entrepreneur,2.66,4.62,15.8,0.92,73
Female,Artist,6.91,6.32,9.01,1.76,72
Female,Scientist,7.11,8.1,6.45,2.35,85
Female,Artist,8.2,8.53,6.42,0.85,89
Female,Retail Worker,6.28,8.22,8.2,1.31,80
Female,Retail Worker,9.08,6.64,6.59,1.7,90
Female,Retail Worker,6.23,7.67,8.86,1.24,79
Male,Driver,10.24,8.22,5.33,0.2,82
Female,Technician,8.46,3.96,9.29,2.29,75
Female,Artist,9.29,4.77,8.18,1.76,79
Female,Freelancer,11.53,2.93,6.55,2.99,82
Female,Manual Laborer,8.44,6.45,7.59,1.52,92
Female,Retail Worker,7.35,6.08,7.57,3.0,97
Female,Artist,6.49,11.26,5.47,0.79,70
Male,Technician,9.78,5.74,6.32,2.16,71
Female,Manager,13.4,1.0,6.76,2.84,78
Male,Technician,9.83,4.12,8.61,1.45,87
Male,Artist,6.21,8.09,7.88,1.82,84
Male,Manager,13.15,2.01,6.24,2.61,82
Male,Manual Laborer,11.44,3.68,5.88,3.0,79
Female,Consultant,10.42,5.46,6.28,1.84,68
Male,Freelancer,5.08,12.99,4.97,0.96,85
Male,Retail Worker,6.74,7.52,8.7,1.05,80
Female,Office Worker,9.25,6.48,6.29,1.98,73
Female,Manager,10.68,4.67,7.41,1.23,73
Female,Office Worker,8.62,9.06,6.24,0.08,81
Female,Entrepreneur,14.87,1.0,5.52,2.61,67
Female,Manager,8.73,6.16,6.11,3.0,97
Female,Manager,8.36,6.22,8.27,1.16,81
Female,Retail Worker,7.65,7.71,6.82,1.82,100
Male,Driver,10.31,8.46,5.22,0.0,75
Male,Artist,7.24,4.32,10.17,2.26,82
Female,Entrepreneur,12.21,3.17,8.44,0.19,70
Male,Driver,9.97,7.01,5.8,1.22,81
Male,Teacher,8.18,3.07,10.14,2.6,75
Female,Manual Laborer,10.83,1.83,9.25,2.09,67
Male,Teacher,7.42,9.83,6.75,0.0,78
Female,Retail Worker,8.02,3.28,11.23,1.47,79
Female,Driver,8.74,3.95,9.17,2.14,91
Female,Healthcare Worker,9.07,6.34,7.58,1.0,82
Male,Scientist,10.44,3.74,7.72,2.09,74
Female,Manual Laborer,23.29,0.43,0.28,0.0,25
Female,Driver,11.54,3.36,6.33,2.77,83
Male,Artist,6.67,9.13,5.22,2.98,87
Female,Driver,10.51,6.65,6.63,0.21,78
Female,Artist,8.32,6.06,8.08,1.53,88
Female,Manager,13.55,1.23,7.7,1.52,78
Male,Entrepreneur,12.88,4.14,6.98,0.0,60
Male,Scientist,7.85,8.94,6.52,0.69,77
Male,Driver,1.37,4.01,17.68,0.95,46
Male,Retail Worker,8.94,7.3,7.28,0.48,83
Male,Healthcare Worker,10.8,1.0,9.51,2.69,72
Female,Teacher,8.83,3.65,8.76,2.75,66
Male,Entrepreneur,14.24,2.4,5.77,1.6,68
Female,Technician,9.44,3.53,8.51,2.52,82
Male,Freelancer,7.05,6.29,8.67,2.0,93
Female,Office Worker,9.43,7.06,6.34,1.17,84
Female,Freelancer,7.01,7.6,7.22,2.17,80
Female,Freelancer,9.42,4.2,8.19,2.19,93
Female,Healthcare Worker,8.74,6.27,9.0,0.0,66
Male,Driver,9.69,4.18,9.58,0.55,70
Male,Office Worker,8.02,8.82,5.76,1.41,76
Female,Scientist,9.42,6.59,6.83,1.16,83
Female,Technician,9.7,3.67,7.63,3.0,92
Male,Teacher,6.04,10.4,5.61,1.95,79
Female,Teacher,7.64,6.46,7.83,2.07,100
Female,Consultant,9.08,4.61,8.0,2.31,86
Female,Scientist,10.19,4.2,8.04,1.56,74
Female,Engineer,7.23,7.81,7.4,1.57,85
Female,Office Worker,7.87,5.54,8.03,2.56,71
Male,Technician,9.42,6.32,6.69,1.56,83
Female,Retail Worker,6.79,9.56,7.65,0.0,82
Female,Driver,1.94,2.73,19.01,0.32,63
Female,Manual Laborer,9.77,3.71,8.51,2.02,70
Male,Engineer,7.21,4.94,8.84,3.0,86
Male,Artist,6.2,8.63,7.98,1.19,80
Female,Teacher,19.28,0.83,3.9,0.0,65
Female,Manual Laborer,11.9,3.02,7.5,1.58,93
Male,Office Worker,7.81,3.29,10.5,2.4,86
Female,Manual Laborer,8.27,7.22,8.2,0.31,82
Male,Artist,4.62,3.04,16.11,0.22,43
Male,Engineer,7.84,1.78,11.38,3.0,100
Male,Teacher,7.22,9.35,7.34,0.09,89
Male,Retail Worker,9.71,4.41,7.91,1.97,80
Female,Consultant,11.78,1.0,9.9,1.32,80
Male,Scientist,10.16,6.48,5.94,1.42,84
Female,Driver,8.67,7.36,7.5,0.47,90
Male,Engineer,7.43,7.92,7.74,0.91,100
Male,Freelancer,11.92,2.24,8.44,1.4,64
Female,Healthcare Worker,9.06,5.65,6.9,2.39,87
Male,Consultant,9.49,2.68,9.29,2.54,77
Male,Teacher,8.09,6.22,8.06,1.64,67
Female,Engineer,9.56,4.77,8.42,1.24,72
Male,Teacher,6.73,8.73,5.91,2.64,82
Female,Teacher,6.93,7.66,9.12,0.28,91
Female,Scientist,9.4,8.02,5.53,1.06,87
Female,Entrepreneur,15.4,1.0,5.21,2.39,58
Female,Driver,11.87,1.15,9.56,1.42,76
Male,Artist,2.33,18.22,2.75,0.71,90
Male,Driver,11.96,5.0,6.04,1.0,79
Female,Manager,9.6,5.09,8.21,1.09,77
Female,Consultant,7.54,10.47,5.43,0.56,76
Female,Teacher,7.55,10.49,5.22,0.74,80
Female,Office Worker,9.41,6.75,7.21,0.64,94
Female,Engineer,9.01,10.06,3.0,1.92,83
Male,Artist,7.92,5.95,7.13,3.0,92
Female,Artist,4.6,7.62,10.03,1.75,81
Female,Consultant,9.61,7.71,5.92,0.76,70
Male,Engineer,7.97,7.96,5.06,3.0,94
Male,Entrepreneur,4.57,2.03,16.96,0.44,50
Male,Retail Worker,9.5,8.88,5.37,0.25,78
Female,Retail Worker,7.73,10.39,5.75,0.12,99
Female,Entrepreneur,11.35,6.39,6.05,0.21,76
Male,Teacher,6.95,8.32,8.48,0.25,86
Female,Driver,9.82,5.15,6.64,2.38,85
Female,Manual Laborer,9.12,2.99,9.06,2.83,76
Female,Technician,9.07,4.51,9.09,1.33,87
Female,Manual Laborer,9.79,6.7,6.58,0.94,82
Female,Teacher,7.47,5.03,9.87,1.63,80
Female,Scientist,8.84,7.25,7.23,0.67,83
Male,Manager,10.18,6.08,7.14,0.59,75
Male,Technician,0.06,21.07,1.26,1.6,58
Female,Driver,9.7,5.57,7.48,1.26,80
Male,Technician,0.1,19.2,1.18,3.52,68
Female,Scientist,7.38,6.76,7.75,2.11,96
Female,Retail Worker,8.02,7.53,7.15,1.3,84
Male,Scientist,8.96,1.49,11.34,2.21,64
Male,Teacher,8.56,5.66,9.29,0.49,77
Female,Manager,10.24,6.37,5.82,1.57,83
Female,Technician,7.2,7.33,8.73,0.74,94
Female,Manual Laborer,8.2,5.61,7.72,2.48,82
Male,Consultant,6.52,7.99,8.17,1.31,91
Female,Scientist,7.26,8.07,8.67,0.0,89
Female,Teacher,8.23,7.05,7.35,1.37,84
Female,Entrepreneur,14.11,2.0,7.35,0.54,60
Female,Entrepreneur,10.26,2.11,9.9,1.73,65
Female,Artist,5.09,14.01,4.11,0.78,79
Female,Driver,11.47,1.38,8.94,2.21,82
Female,Scientist,9.66,5.04,8.14,1.16,93
Male,Engineer,9.36,5.24,7.82,1.58,76
Male,Consultant,6.65,7.45,9.73,0.17,60
Female,Manual Laborer,11.69,4.59,7.33,0.39,92
Male,Healthcare Worker,0.37,21.37,1.74,0.52,77
Male,Entrepreneur,15.11,1.0,7.77,0.12,70
Male,Engineer,9.13,3.96,8.45,2.47,97
Female,Freelancer,6.52,9.12,6.73,1.64,100
Male,Engineer,8.77,4.88,8.23,2.12,73
Male,Artist,7.26,6.26,8.56,1.92,92
Female,Driver,19.41,0.52,4.07,0.0,33
Female,Freelancer,11.55,5.09,6.78,0.58,73
Female,Freelancer,9.09,7.68,6.43,0.8,71
Male,Office Worker,9.93,6.16,7.03,0.88,77
Male,Retail Worker,8.09,8.77,5.17,1.97,77
Male,Manager,9.91,7.3,6.79,0.0,76
Male,Office Worker,9.01,2.51,9.48,3.0,74
Female,Healthcare Worker,9.03,3.79,10.01,1.16,74
Male,Retail Worker,7.75,7.43,5.84,2.98,99
Male,Consultant,10.54,4.55,6.47,2.44,90
Female,Driver,8.17,8.21,6.95,0.67,88
Male,Consultant,9.28,6.79,6.83,1.1,84
Male,Consultant,9.39,5.87,7.86,0.88,91
Male,Artist,9.98,6.21,7.27,0.55,84
Male,Retail Worker,9.28,6.08,7.5,1.14,89
Female,Manual Laborer,8.38,7.86,5.82,1.93,100
Male,Entrepreneur,10.08,6.06,6.28,1.58,77
Female,Manager,10.23,3.81,7.75,2.2,88
Male,Consultant,6.31,9.19,8.14,0.36,84
Female,Office Worker,8.79,7.34,7.25,0.62,70
Male,Scientist,9.33,6.33,7.86,0.48,71
Male,Retail Worker,8.91,5.04,7.94,2.1,79
Female,Manual Laborer,10.19,1.89,9.17,2.75,100
Male,Technician,9.77,5.19,6.46,2.58,88
Female,Office Worker,7.7,8.48,6.32,1.5,86
Male,Technician,20.65,1.13,2.22,0.0,25
Male,Office Worker,7.63,7.94,7.76,0.67,89
Female,Technician,8.73,5.47,9.64,0.16,83
Female,Office Worker,7.95,8.99,6.7,0.37,66
Male,Healthcare Worker,10.41,5.91,5.4,2.28,87
Female,Manager,10.67,4.43,8.35,0.55,77
Male,Technician,7.77,9.36,6.71,0.15,84
Female,Manual Laborer,8.84,6.1,6.73,2.33,95
Male,Office Worker,0.5,7.2,15.91,0.4,52
Male,Technician,7.04,6.93,9.4,0.64,78
Female,Retail Worker,9.79,3.57,7.64,3.0,79
Male,Office Worker,7.12,8.24,8.28,0.36,85
Male,Artist,6.03,6.36,9.45,2.15,79
Male,Driver,8.19,6.5,8.05,1.26,83
Female,Technician,9.1,7.84,6.75,0.31,85
Male,Retail Worker,8.8,4.62,8.79,1.79,69
Male,Retail Worker,6.7,6.82,7.47,3.0,100
Male,Artist,5.58,9.57,7.98,0.87,75
Female,Technician,0.15,3.42,19.47,0.95,47
Female,Manager,11.62,5.61,6.59,0.17,78
Male,Artist,7.73,8.15,5.72,2.4,78
Female,Freelancer,5.58,7.75,7.99,2.69,96
Male,Office Worker,8.21,9.19,6.53,0.07,75
Female,Retail Worker,8.2,5.95,8.2,1.65,89
Male,Driver,9.26,6.09,7.75,0.9,70
Male,Consultant,6.67,8.57,8.58,0.17,83
Male,Retail Worker,6.77,10.73,4.72,1.78,81
Female,Teacher,8.99,5.16,7.46,2.39,88
Female,Manual Laborer,8.0,8.24,7.72,0.05,82
Female,Retail Worker,7.6,8.49,7.62,0.3,84
Female,Teacher,7.5,10.85,5.05,0.61,99
Male,Entrepreneur,12.99,4.83,4.74,1.44,77
Female,Technician,4.05,0.76,18.62,0.57,38
Female,Office Worker,8.12,6.85,6.48,2.55,78
Female,Retail Worker,8.21,4.87,8.69,2.23,83
Male,Freelancer,19.98,1.88,2.15,0.0,35
Male,Healthcare Worker,9.83,4.16,9.32,0.69,71
Male,Engineer,23.09,0.75,0.17,0.0,25
Male,Entrepreneur,10.18,2.65,10.08,1.09,80
Female,Engineer,7.11,8.86,6.04,2.0,72
Male,Consultant,8.09,8.15,6.69,1.06,87
Female,Engineer,9.58,4.42,7.0,3.0,79
Male,Manual Laborer,10.24,1.99,9.75,2.03,74
Female,Teacher,8.48,9.62,4.84,1.06,100
Female,Engineer,8.79,7.16,6.55,1.51,81
Male,Teacher,6.97,8.14,7.42,1.46,98
Male,Manual Laborer,11.29,1.93,9.22,1.56,73
Male,Manual Laborer,8.54,4.52,9.22,1.72,76
Male,Entrepreneur,11.65,2.09,8.16,2.1,77
Male,Manual Laborer,9.16,3.4,8.44,3.0,77
Male,Manager,12.52,1.0,7.48,3.0,82
Female,Healthcare Worker,9.79,5.28,8.93,0.0,75
Female,Scientist,7.03,8.11,7.34,1.52,82
Female,Consultant,8.57,6.28,7.07,2.09,77
Female,Freelancer,10.81,5.66,6.59,0.94,88
Male,Retail Worker,9.32,3.31,8.99,2.38,93
Female,Artist,5.17,6.81,10.02,1.99,80
Female,Driver,10.55,4.83,7.17,1.45,89
Male,Technician,8.12,4.88,9.29,1.71,77
Female,Artist,6.68,9.18,8.12,0.02,85
Male,Driver,10.08,5.77,5.48,2.67,69
Female,Manager,9.55,4.91,7.54,2.0,77
Female,Freelancer,11.82,3.32,7.98,0.87,91
Female,Teacher,18.2,3.07,2.74,0.0,53
Male,Retail Worker,7.62,6.18,9.58,0.62,68
Male,Scientist,10.92,5.15,7.5,0.43,78
Male,Consultant,8.75,6.92,7.59,0.73,80
Male,Scientist,9.14,5.34,8.89,0.63,87
Female,Freelancer,11.88,2.37,6.75,3.0,86
Male,Artist,7.84,8.47,7.14,0.55,85
Male,Artist,5.21,12.19,6.59,0.0,97
Male,Teacher,8.88,3.96,9.94,1.22,73
Male,Healthcare Worker,11.1,4.45,6.18,2.28,87
Female,Teacher,7.27,11.0,4.25,1.48,92
Female,Driver,8.06,8.81,6.4,0.72,84
Female,Consultant,8.53,2.86,10.62,1.99,75
Female,Retail Worker,8.92,6.69,8.31,0.07,72
Male,Consultant,6.23,9.67,8.09,0.0,77
Male,Scientist,9.75,2.37,9.69,2.19,84
Female,Manager,10.63,3.71,8.77,0.89,75
Male,Freelancer,10.34,4.0,9.17,0.49,82
Male,Artist,7.48,4.0,10.07,2.46,85
Male,Entrepreneur,15.42,1.0,5.82,1.76,64
Female,Teacher,6.47,8.91,8.47,0.15,89
